Unnamed: 0,qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url,breakdown
955,0927-0,2DEz3_PwR80,Primary Open-ended Question,Positional Relationship,With which arm does the man in black in the video hold the child?,18.55,Please state your answer with a brief explanation.,,https://youtube.com/shorts/2DEz3_PwR80,"```python
[
    'What is the color of the man\'s clothing?',
    'What position is the child in relation to the man?',
    'Which arm is the man using to hold the child?',
    'Is the man holding the child securely or loosely?',
    'Are there any other objects or people that might affect how the man is holding the child?'
]
```"
956,0927-1,2DEz3_PwR80,Paraphrased Open-ended Question,Positional Relationship,Which arm does the man in black use to hold the child in the video?,18.55,Please state your answer with a brief explanation.,,https://youtube.com/shorts/2DEz3_PwR80,"```python
[
    ""What is the color of the man's clothing?"",
    ""Which arm is the man in black using to hold the child?"",
    ""Is the child being held securely or loosely?"",
    ""What is the position of the child's body in relation to the man's arm?"",
    ""Are there any other objects or people in the scene that might affect the man's ability to hold the child?""
]
```"
957,0927-2,2DEz3_PwR80,Correctly-led Open-ended Question,Positional Relationship,Does the man in black hold the child with his left arm while his right hand holds the popsicle?,18.55,Please state your answer with a brief explanation.,,https://youtube.com/shorts/2DEz3_PwR80,"```python
[
    'What is the position of the man in black?',
    'Which arm is the man in black using to hold the child?',
    'What is the man in black holding in his right hand?',
    'Is the popsicle being held in the right hand of the man in black?',
    'Is the child being held with the left arm of the man in black?'
]
```"
958,0927-3,2DEz3_PwR80,Wrongly-led Open-ended Question,Positional Relationship,Does the man in black hold the child with his right arm while his left hand holds the popsicle?,18.55,Please state your answer with a brief explanation.,,https://youtube.com/shorts/2DEz3_PwR80,"```python
[
    ""What is the position of the man in black?"",
    ""Which arm is the man in black using to hold the child?"",
    ""What is the man in black holding in his left hand?"",
    ""Is the popsicle being held in the left hand?"",
    ""Is the child being held with the right arm?""
]
```"
959,0927-7,2DEz3_PwR80,Multiple-choice Question with a Single Correct Answer,Positional Relationship,"With which arm does the man in black hold the child?
A. Left arm
B. Both arms
C. Right arm
D. Neither arm",18.55,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/2DEz3_PwR80,"```python
[
    ""What is the position of the man in black in the video?"",
    ""Is the child being held by the man in black?"",
    ""Which arm is the man in black using to hold the child?"",
    ""Is the child being held with both arms?"",
    ""Is the child not being held at all?""
]
```"
960,0929-0,9y91My_upXU,Primary Open-ended Question,Plot Attribute (Montage),What are the similarities between the actions of the little girl in the green dress and the little girl in the blue dress in the video?,38.02,Please state your answer with a brief explanation.,,https://youtube.com/shorts/9y91My_upXU,"```python
[
    'What actions does the little girl in the green dress perform in the video?',
    'What actions does the little girl in the blue dress perform in the video?',
    'Are there any common actions shared by both girls?',
    'What context or setting are both girls in during their actions?',
    'How do the expressions or emotions of both girls compare while performing their actions?'
]
```"
961,0929-1,9y91My_upXU,Paraphrased Open-ended Question,Plot Attribute (Montage),In what ways do the little girl in the green dress and the little girl in the blue dress behave similarly towards the statue in the video?,38.02,Please state your answer with a brief explanation.,,https://youtube.com/shorts/9y91My_upXU,"```python
[
    'What is the behavior of the little girl in the green dress towards the statue?',
    'What is the behavior of the little girl in the blue dress towards the statue?',
    'Are there any specific actions or gestures that both girls perform towards the statue?',
    'Do both girls express similar emotions or reactions while interacting with the statue?',
    'What is the context of their interaction with the statue (e.g., playfulness, curiosity)?'
]
```"
962,0929-2,9y91My_upXU,Correctly-led Open-ended Question,Plot Attribute (Montage),Do the little girl in the green dress and the little girl in the blue dress both try to support the statue when it pretends to fall?,38.02,Please state your answer with a brief explanation.,,https://youtube.com/shorts/9y91My_upXU,"```python
[
    'What is the action of the little girl in the green dress when the statue pretends to fall?',
    'What is the action of the little girl in the blue dress when the statue pretends to fall?',
    'Are both girls attempting to support the statue during this action?'
]
```"
963,0929-3,9y91My_upXU,Wrongly-led Open-ended Question,Plot Attribute (Montage),Are the little girl in the green dress and the little girl in the blue dress trying to determine if the statue is real or not?,38.02,Please state your answer with a brief explanation.,,https://youtube.com/shorts/9y91My_upXU,"```python
[
    'What is the expression on the face of the little girl in the green dress?',
    'What is the expression on the face of the little girl in the blue dress?',
    'What is the position of the little girls in relation to the statue?',
    'Are the little girls touching or interacting with the statue in any way?',
    'What is the appearance of the statue?',
    'Are there any other people or objects nearby that might influence the girls\' perception of the statue?'
]
```"
964,0929-7,9y91My_upXU,Multiple-choice Question with a Single Correct Answer,Plot Attribute (Montage),"What did the little girl in the green dress and the little girl in the blue dress do when the statue pretended to fall?
A. They tried to support it, thinking they had broken it.
B. They laughed and walked away.
C. They ignored it and continued playing.
D. They asked an adult for help.",38.02,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/9y91My_upXU,"```python
[
    ""What did the little girl in the green dress do when the statue pretended to fall?"",
    ""What did the little girl in the blue dress do when the statue pretended to fall?"",
    ""What was the reaction of both girls to the statue pretending to fall?"",
    ""Did the girls try to support the statue, laugh, ignore it, or ask for help?"",
    ""What is the context of the statue pretending to fall in the video?""
]
```"
965,0933-0,bLr422lyAyY,Primary Open-ended Question,Character Motivation Causality,Why did the man in the costume light the fire?,8.62,Please state your answer with a brief explanation.,,https://youtube.com/shorts/bLr422lyAyY,"```python
[
    ""What is the costume that the man is wearing?"",
    ""What is the context or setting in which the man is lighting the fire?"",
    ""What actions does the man take before lighting the fire?"",
    ""Are there any objects or materials present that the man uses to light the fire?"",
    ""What expressions or emotions are visible on the man's face while lighting the fire?"",
    ""Are there any other people present, and what are their reactions to the man lighting the fire?"",
    ""What is the significance of the fire in the scene?""
]
```"
