,Unnamed: 0,qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url,breakdown
843,843,0854-3,Rjq4L_aIBh0,Wrongly-led Open-ended Question,Character Motivation Causality,Is the operator's conversation with visitors meant to help them feel more at ease and prepared?,36.4,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Rjq4L_aIBh0,"['What is the operator saying to the visitors during the conversation?', ""What is the tone of the operator's conversation with the visitors?"", 'What are the reactions of the visitors during the conversation?', 'Are there any specific phrases or gestures used by the operator to make the visitors feel at ease?', 'What context or setting is the conversation taking place in?']"
844,844,0854-7,Rjq4L_aIBh0,Multiple-choice Question with a Single Correct Answer,Character Motivation Causality,"Why does the operator of the drop tower ride engage in conversation with the visitors?
A. To provide safety instructions.
B. To make them pay more
C. To make them feel more at ease.
D. To make them more nervous and scared.",36.4,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/Rjq4L_aIBh0,"['What is the operator of the drop tower ride doing in the video?', 'Is the operator providing safety instructions to the visitors?', 'Is the operator trying to make the visitors pay more?', 'Is the operator engaging in conversation to make the visitors feel more at ease?', 'Is the operator trying to make the visitors more nervous and scared?', ""What is the overall tone of the operator's conversation with the visitors?""]"
845,845,0857-0,POwncb1HzPQ,Primary Open-ended Question,Plot Attribute,What scenario is the woman in the video imitating with her actions?,10.22,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/POwncb1HzPQ,"['What actions is the woman performing in the video?', 'What is the context or setting of the video?', 'Are there any specific objects or elements in the video that indicate a scenario?', 'What emotions or expressions does the woman display during her actions?', 'Is there any dialogue or text in the video that provides clues about the scenario?', 'Are there any other characters or people in the video that influence the scenario?', 'What is the overall theme or message of the video?']"
846,846,0857-1,POwncb1HzPQ,Paraphrased Open-ended Question,Plot Attribute,What is the woman in the video trying to depict with her movements?,10.22,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/POwncb1HzPQ,"['What movements is the woman making in the video?', 'What is the context or setting of the video?', 'Are there any specific emotions or expressions displayed by the woman?', 'Is there any background music or sound that influences the movements?', 'What is the overall theme or message of the video?']"
847,847,0857-2,POwncb1HzPQ,Correctly-led Open-ended Question,Plot Attribute,Is the man in the video imitating the experience of being shot?,10.22,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/POwncb1HzPQ,"['What is the man doing in the video?', 'Are there any visual cues indicating that the man is imitating being shot?', 'What expressions or body language does the man display during the action?', 'Is there any context in the video that suggests the man is pretending or imitating?', ""Are there any other characters or elements in the video that provide context to the man's actions?""]"
848,848,0857-3,POwncb1HzPQ,Wrongly-led Open-ended Question,Plot Attribute,Is the woman in the video imitating the act of fainting?,10.22,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/POwncb1HzPQ,"['What is the woman doing in the video?', 'Are there any signs that indicate the woman is fainting?', 'Is the woman mimicking any specific behavior or action?', 'What is the context or setting of the video?', ""Are there any reactions from other people in the video regarding the woman's actions?""]"
849,849,0857-7,POwncb1HzPQ,Multiple-choice Question with a Single Correct Answer,Plot Attribute,"What scenario is the woman in the video imitating?
A. Being shot
B. Sleeping
C. Dancing
D. Fainting",10.22,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/POwncb1HzPQ,"['What is the woman doing in the video?', 'What are the key movements or actions of the woman in the video?', 'Are there any contextual clues in the video that indicate the scenario being imitated?', ""How do the woman's actions compare to the options provided (A, B, C, D, E)?""]"
850,850,0858-0,3xCt7E3t3Pc,Primary Open-ended Question,Element Attributes (Optical Illusion),Which armrest did the man in the white short-sleeved shirt initially sit on when he tried to sit on the chair in the video?,53.82,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3xCt7E3t3Pc,"['What is the position of the man in the white short-sleeved shirt relative to the chair before he sits down?', 'Which armrest is the man in the white short-sleeved shirt closest to when he approaches the chair?', 'What is the initial action of the man in the white short-sleeved shirt as he attempts to sit on the chair?', 'What is the final position of the man in the white short-sleeved shirt after he sits down?', 'Which armrest does the man in the white short-sleeved shirt end up using after sitting down?']"
851,851,0858-1,3xCt7E3t3Pc,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),On which armrest did the man in the white short-sleeved shirt first try to sit in the video?,53.82,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3xCt7E3t3Pc,"['What is the position of the man in the white short-sleeved shirt in the video?', 'What are the locations of the armrests in the scene?', 'Which armrest does the man in the white short-sleeved shirt approach first?', ""What is the man's action when he tries to sit on the armrest?"", ""Is there any obstruction or reason that affects the man's choice of armrest?""]"
852,852,0858-2,3xCt7E3t3Pc,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),Did the man in the white short-sleeved shirt initially sit on the right armrest of the chair?,53.82,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3xCt7E3t3Pc,"['What is the position of the man in the white short-sleeved shirt in relation to the chair?', 'Is the man in the white short-sleeved shirt sitting on the right armrest of the chair?', 'What is the initial position of the man in the white short-sleeved shirt?', ""Are there any other people or objects that might affect the man's position?"", 'What does the chair look like, and where are the armrests located?']"
853,853,0858-3,3xCt7E3t3Pc,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),Did the man in the white short-sleeved shirt initially sit on the left armrest of the chair?,53.82,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3xCt7E3t3Pc,"['Is there a man wearing a white short-sleeved shirt in the image?', 'Where is the man in the white short-sleeved shirt positioned in relation to the chair?', 'Is the left armrest of the chair visible in the image?', 'Is the man in the white short-sleeved shirt sitting on the left armrest of the chair?', 'What is the initial position of the man in the white short-sleeved shirt before any movement?']"
854,854,0858-7,3xCt7E3t3Pc,Multiple-choice Question with a Single Correct Answer,Element Attributes (Optical Illusion),"Which armrest did the man in the white short-sleeved shirt initially sit on?
A. Left armrest
B. Both armrests
C. Right armrest
D. No armrest",53.82,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/3xCt7E3t3Pc,"['What is the position of the man in the white short-sleeved shirt when he first sits down?', 'Which armrest is the man in the white short-sleeved shirt using at the beginning?', 'Is the man in the white short-sleeved shirt using both armrests?', 'Is the man in the white short-sleeved shirt not using any armrest?', 'What are the armrest options available in the scene?']"
